split,clase,dataset_origen,clase_original,ruta,es_pequena
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_45_jpg.rf.66742c2a77a5aeb4cdf160d257193ac6_box0.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (9791).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_1395_jpg.rf.d6603f8589431206e8d9611f8048f1c3_box16.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_70_jpg.rf.73cbc09ae63b4c000d93343f8c9065fd_box3.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_53_jpg.rf.058cd972dd10bfd997cd22412a5bc909_box0.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (10104).jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (13298).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_224_jpg.rf.a714cefe7cf6fd8d4fc77ba35fea82f8_box1.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (10745).jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (10064).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_676_jpg.rf.d8a090d5b0861274278f7287f9b21ee7_box0.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (5099).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_49_jpg.rf.06c38d6b8dc71c237a8892e573ab7fd0_box3.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_1042_jpg.rf.8f15ccca59734ff76f4ba62ed5a38a4e_box0.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (3726).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_589_jpg.rf.edb74d7441d8467e3845c56ca846c979_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_72_jpg.rf.c3d6e6ec667b83e8c5ed1305e0943bd0_box0.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (3795).jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (4524).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_1059_jpg.rf.bed56dfd09cbb3d57ca91f22ec629062_box2.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (13071).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_794_jpg.rf.2482a67729ae1fa3922965e1162960a4_box0.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (2763).jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (3870).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_88_jpg.rf.1dea12c9f85b84fec3f7b0406aac6ed1_box1.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_226_jpg.rf.c4cbfd7a786828e868fbda32be7cb99f_box0.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (10422).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_907_jpg.rf.727850556ca5ca870321e49f81c4c763_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_219_jpg.rf.f85710cd3772322343c8c36828f92e57_box4.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_227_jpg.rf.accdd7ad7be206c36b9b17fcea71d67b_box1.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (10505).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_61_jpg.rf.04d0d275d4f5b5736d76f9f269c550d1_box1.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_729_jpg.rf.f2548382b18a88b399ecc49843b4085d_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_60_jpg.rf.a326c0624c41daf1459ae9a08a547a2e_box0.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (4993).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_23_jpg.rf.c34370f224a8fa1c2d3657f1fab39388_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_1394_jpg.rf.94feca479c20bf15262349bcefa66518_box1.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_65_jpg.rf.fff63d2072c62e6017155b74316b637a_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_87_jpg.rf.04c9460793fea7c5d57b1e19963edf47_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_85_jpg.rf.7c8073629860f57ba3eb0352f7626a4d_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_61_jpg.rf.04d0d275d4f5b5736d76f9f269c550d1_box3.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_1147_jpg.rf.352cd75c694f20ab5c9fd0bf729c5b28_box2.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_215_jpg.rf.5866fed8fcb0231aec33a90925e5befd_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_1068_jpg.rf.ce730af45d0dea1faf0c0a0035c9eea8_box2.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (1391).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_48_jpg.rf.8f45b465097f94bbfff9e70912a4e007_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_931_jpg.rf.3cc5df1baa5e18151e06095235c982e8_box1.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_822_jpg.rf.e15e1fed32be31f2bae22ed9c2ba0c8e_box1.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_676_jpg.rf.d8a090d5b0861274278f7287f9b21ee7_box4.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_49_jpg.rf.06c38d6b8dc71c237a8892e573ab7fd0_box1.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_1035_jpg.rf.5ad259b02be0f6a270a24fc9a8cfc57b_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_1190_jpg.rf.6492d57515926364c834d86ed1281e29_box1.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_41_jpg.rf.c47079c93cd46655a47506cad2061f33_box0.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (1929).jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (4868).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_36_jpg.rf.e9f7ca51872c95e2d9a647ce05b896bd_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_219_jpg.rf.f85710cd3772322343c8c36828f92e57_box3.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (3716).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_74_jpg.rf.9480701e1637cdbdaf8efa1cfe29dfa9_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_931_jpg.rf.3cc5df1baa5e18151e06095235c982e8_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_925_jpg.rf.f8c157e8264df27cc85e6d88b405a011_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_1316_jpg.rf.f9efb0c736c8c175d738f65420f0179a_box0.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (12541).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_22_jpg.rf.abaea0ffdf46040c31973f0738c0c62f_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_28_jpg.rf.c780eb190a107001650c10668850d39c_box3.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_79_jpg.rf.881e6754e530938629c6c80a1962b840_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_83_jpg.rf.57350a24a32192e5545eeb82fca8ab96_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_762_jpg.rf.fa0f177052f28f9729933161b95c0892_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_88_jpg.rf.1dea12c9f85b84fec3f7b0406aac6ed1_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_43_jpg.rf.10ad53d2d08668d08af680d53c70e09e_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_871_jpg.rf.6f5a58cefd3b97f6b0fca0661908d19a_box1.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (1930).jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (14664).jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (10066).jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (1918).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_1025_jpg.rf.35c39e28979ad2d45b5dae9a8d9b71d5_box0.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (4580).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_222_jpg.rf.43f593881da8ebe2462e2a121d8f73bf_box1.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (1931).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_1059_jpg.rf.bed56dfd09cbb3d57ca91f22ec629062_box1.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_215_jpg.rf.5866fed8fcb0231aec33a90925e5befd_box2.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_77_jpg.rf.41fa5334723cd686e6ad324e2e2e55a0_box1.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_31_jpg.rf.d88b72f86933526d589e93aeb8af962d_box3.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_84_jpg.rf.211b2f9e9f81f4f3d44c6664c5756160_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_40_jpg.rf.c31efae00ca7e2ec0088a1bf732708ba_box1.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (12540).jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_821_jpg.rf.e3114c733a2922513641fa8b4f39976b_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_680_jpg.rf.bb2ac8b7b4bb30ec00ea715465bc035b_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_869_jpg.rf.ed7cd164c073bbbf717d321daa507081_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_39_jpg.rf.39c06f684a6d491fb4f36152470d9c4f_box1.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_215_jpg.rf.5866fed8fcb0231aec33a90925e5befd_box1.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_57_jpg.rf.7c24cdf97ab4609de6bbf7fecd1bb385_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_77_jpg.rf.41fa5334723cd686e6ad324e2e2e55a0_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_28_jpg.rf.c780eb190a107001650c10668850d39c_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_819_jpg.rf.92a906bf4593774e17793b4ce5719420_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_79_jpg.rf.881e6754e530938629c6c80a1962b840_box1.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_72_jpg.rf.c3d6e6ec667b83e8c5ed1305e0943bd0_box1.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_721_jpg.rf.fdfb4b3ebe8fbde143ba68e89ade4301_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_29_jpg.rf.f50eccaf9ed7bb0448c2cd956121769a_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_756_jpg.rf.e28cac8ef9f0a2e8d8e396bda96b9763_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_51_jpg.rf.526e874388a8bda3e718627eb86dfcdb_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_50_jpg.rf.3bac6f9c776d2ee15222b5985caaa6de_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_64_jpg.rf.9081b8de33c52c0573455d3426a8f34b_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_839_jpg.rf.d4a87087debf1adfebcdb6772b40d67f_box0.jpg,False
train,Miner,bracol_crops,Miner,train\Miner\bracol_crops_1203_jpg.rf.dc43799bf13b39a2b77e8da0d7288e05_box0.jpg,False
train,Miner,jmuben,JMuBEN,train\Miner\jmuben_1 (4054).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_1077_jpg.rf.d1991d140a4aa447b9319cab96b586da_box5.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_2 (457).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (748).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (451).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_640_jpg.rf.e81a458f527f0845815c08a9529abdbb_box0.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (1782).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (634).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (648).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (3477).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (2895).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_623_jpg.rf.79651e8cf17e3d0398f1ddbe9a79da3a_box3.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_1 (101).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_3 (1595).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (233).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (596).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_2 (80).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_1 (231).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_325_jpg.rf.c469ce74c4c8df0a038b81d6ecb8e746_box1.jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_504_jpg.rf.b8b30067af9e517b4aba78412e87ffc9_box2.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (2063).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (3330).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_1 (255).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_1731_jpg.rf.78d57c7ed10fef6951ad776e0a1002ab_box2.jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_507_jpg.rf.1adcdf0a16a0978588bb1015ff9e5681_box0.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_2 (239).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_1157_jpg.rf.7b512d94ff3b7e515ce1108d2685fa73_box3.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (122).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (912).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_1 (562).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_369_jpg.rf.d9b9056cd5e44bd1a18c6661b768e65e_box3.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_2 (322).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (3476).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_2 (873).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_908_jpg.rf.c2dfce46f8cc89a42f63784c1fbae395_box1.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (1136).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (278).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (2208).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (721).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_2 (513).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_3 (1042).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (3572).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_1 (324).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (2965).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (3194).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_1 (23).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (214).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_3 (1259).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (2551).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (293).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (1928).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_369_jpg.rf.d9b9056cd5e44bd1a18c6661b768e65e_box4.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (436).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (2267).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (2615).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (2582).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (930).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_1123_jpg.rf.272f65193cde520f3773bbb84e70cbc9_box1.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_1 (777).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (667).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_1 (869).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_3 (1277).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_1227_jpg.rf.c0dbd738749b6a4e9beee76890df5790_box0.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (1006).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (780).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (676).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_1 (867).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_3 (1234).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (3396).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (1734).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_3 (1625).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_505_jpg.rf.411b32ca08ee6983f3f220e45bc5829c_box2.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (3515).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (3467).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_2 (173).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_274_jpg.rf.3c3f4b9cc1f6aed08651787eb6ffbce4_box1.jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_1159_jpg.rf.d14f831758a4540d7fedfa6ba390d232_box2.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (1686).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (855).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (1834).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (8).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (3101).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (769).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_2 (778).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (2175).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (3357).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (325).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_3 (1319).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_377_jpg.rf.7121b9e736de0d80aa0d6e977509cb6b_box0.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (567).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_2 (184).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_3 (1151).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_3 (1458).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (1645).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_2 (136).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (637).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_1 (452).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (2420).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (3307).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (462).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (828).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (439).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_1 (709).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (1490).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (156).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (929).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_1 (865).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_1 (512).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (1338).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (2028).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (488).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (1422).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (485).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_2 (23).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (1956).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (2786).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (1289).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_2 (643).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (2518).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_1 (772).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_299_jpg.rf.aed8d9ce7df3b9b774a68e918a4d4538_box1.jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_1305_jpg.rf.c776b2f8b3fad2477077497183b12534_box1.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_3 (1109).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_343_jpg.rf.35a88d6db73b207582307bb1d420f3fd_box0.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (12).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_1565_jpg.rf.75367e5b8da4b920044219fbe6ba3658_box3.jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_552_jpg.rf.0f836a69081d415825162ea5d9a5b189_box1.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_2 (374).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (2561).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (1266).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_306_jpg.rf.84c114cf5e85e8c97372ba7576a3e568_box0.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (137).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (1883).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_1672_jpg.rf.ff2f9a0a83a50f03e420c7ad77f3450b_box8.jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_1282_jpg.rf.580e37f25d10f1869cc3701df6745f4e_box10.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_2 (527).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_657_jpg.rf.1365045050a59fa951f234a5923d26a3_box0.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (417).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (408).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (662).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_325_jpg.rf.c469ce74c4c8df0a038b81d6ecb8e746_box2.jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_1166_jpg.rf.866843f3eadcc751782ad12e02feacd6_box1.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_2 (238).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_2 (340).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (118).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (2381).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_4 (398).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_1 (79).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (691).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_1 (439).jpg,False
train,Phoma,bracol_crops,Phoma,train\Phoma\bracol_crops_537_jpg.rf.3f305f38dced803846206fcf0431cd19_box0.jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_6 (2013).jpg,False
train,Phoma,jmuben,JMuBEN,train\Phoma\jmuben_3 (1394).jpg,False
